id,intencion,categoria,pregunta,tipo_respuesta,respuesta,Enlace
2889,tutorias,información,¿Dónde veo detalles del programa de tutorías?,enlace,https://lagos.udg.mx/aspirantes-alumnos/tutorias/informacion,
2890,tutorias,información,¿Dónde consulto cómo funcionan las tutorías?,enlace,https://lagos.udg.mx/aspirantes-alumnos/tutorias/informacion,
2891,tutorias,información,¿Dónde encuentro información oficial de tutorías?,enlace,https://lagos.udg.mx/aspirantes-alumnos/tutorias/informacion,
2892,tutorias,información,como funcionan las tutorias academicas,texto,Son sesiones de acompañamiento en las que un profesor orienta al estudiante en su trayectoria académica.,
2893,tutorias,información,para que me sirven las tutorias,texto,Sirven para orientarte en tu trayectoria académica y ayudarte a resolver dudas escolares.,
2894,tutorias,información,quien me asigna el tutor academico,texto,La coordinación de la carrera asigna un tutor académico a cada estudiante.,
2895,tutorias,información,todos los alumnos tienen tutor,texto,Generalmente cada estudiante tiene un tutor académico asignado.,
2896,tutorias,información,las tutorias son obligatorias,texto,Depende del programa educativo y de las políticas institucionales.,
2897,tutorias,información,como solicito una tutoria,texto,Puedes solicitarla contactando a tu tutor o por medio de la coordinación académica.,
2898,tutorias,información,como pido una cita con mi tutor,texto,Debes contactar a tu tutor y acordar un horario disponible.,
2899,tutorias,información,como contacto a mi tutor academico,texto,Puedes contactarlo por correo institucional o mediante la coordinación académica.,
2900,tutorias,información,con que frecuencia hay tutorias,texto,Generalmente se realizan una o varias veces por semestre.,
2901,tutorias,información,cada cuanto se hacen las tutorias,texto,Depende del seguimiento académico y de la organización del programa.,
2902,tutorias,información,que temas se ven en una tutoria,texto,"Se revisa el avance académico, la elección de materias y otras dudas escolares.",
2903,tutorias,información,en tutorias me pueden ayudar con mis materias,texto,"Sí, el tutor puede orientarte sobre la carga académica y el orden de las materias.",
2904,tutorias,información,en tutorias me pueden ayudar con titulacion,texto,"Sí, el tutor puede orientarte sobre opciones de titulación.",
2905,tutorias,información,en tutorias me pueden ayudar con servicio social,texto,"Sí, el tutor puede orientarte sobre requisitos y procesos.",
2906,tutorias,información,en tutorias me pueden ayudar con practicas profesionales,texto,"Sí, el tutor puede orientarte sobre requisitos y opciones.",
2907,tutorias,información,en tutorias me pueden ayudar con becas,texto,"Sí, el tutor puede orientarte sobre convocatorias y seguimiento académico.",
2908,tutorias,información,en tutorias me pueden ayudar con optativas,texto,"Sí, el tutor puede orientarte al momento de elegir materias optativas.",
2909,tutorias,información,en tutorias me pueden ayudar con dudas administrativas,texto,"Sí, el tutor puede orientarte sobre trámites escolares.",
2910,tutorias,información,en tutorias me pueden ayudar con proyectos academicos,texto,"Sí, el tutor puede orientarte en proyectos o investigaciones.",
2911,tutorias,información,en tutorias me pueden ayudar si voy mal en la escuela,texto,"Sí, ayudan a identificar dificultades y buscar soluciones académicas.",
2912,tutorias,información,las tutorias ayudan a mejorar el rendimiento,texto,"Sí, ayudan a identificar estrategias para mejorar el desempeño académico.",
2913,tutorias,información,las tutorias ayudan a evitar rezago,texto,"Sí, ayudan a identificar riesgos académicos y a dar seguimiento.",
2914,tutorias,información,las tutorias ayudan a planear mi carrera,texto,"Sí, ayudan a planear materias y objetivos académicos.",
2915,tutorias,información,las tutorias ayudan con orientacion profesional,texto,"Sí, también orientan sobre desarrollo profesional y campo laboral.",
2916,tutorias,información,quien puede ir a tutorias,texto,Cualquier estudiante que tenga un tutor asignado puede asistir.,
2917,tutorias,información,las tutorias son individuales o grupales,texto,Pueden ser individuales o grupales dependiendo del programa.,
2918,tutorias,información,las tutorias tienen registro,texto,"Sí, en muchos casos las sesiones de tutoría quedan registradas.",
2919,tutorias,información,puedo pedir mas de una tutoria en el semestre,texto,"Sí, dependiendo de tus necesidades académicas.",
2920,tutorias,información,puedo solicitar tutoria aunque no tenga problemas,texto,"Sí, también sirven para orientación general y planeación académica.",
2921,tutorias,información,puedo pedir tutoria antes de inscribir materias,texto,"Sí, es recomendable para planear mejor tu carga académica.",
2922,tutorias,información,puedo pedir tutoria en linea,texto,"Sí, dependiendo de la disponibilidad del tutor.",
2923,tutorias,información,debo agendar cita con mi tutor,texto,"Sí, es recomendable acordar previamente un horario con tu tutor.",
2924,tutorias,información,debo confirmar asistencia a tutoria,texto,"Sí, es recomendable confirmar tu asistencia.",
2925,tutorias,información,puedo reagendar una tutoria,texto,"Sí, acordándolo directamente con tu tutor.",
2926,tutorias,información,puedo cambiar de tutor,texto,Depende de las políticas de la institución.,
2927,tutorias,información,puedo pedir tutoria con otro profesor,texto,Depende de la autorización de la coordinación académica.,
2928,tutorias,información,debo preparar mis dudas antes de la tutoria,texto,"Sí, así puedes aprovechar mejor la sesión.",
2929,tutorias,información,que pasa si no asisto a una tutoria,texto,Puedes perder seguimiento y orientación académica.,
2930,tutorias,información,que pasa si no contacto a mi tutor,texto,Puedes perder apoyo importante para tu trayectoria académica.,
2931,tutorias,información,que pasa si no participo en tutorias,texto,Puede afectar tu seguimiento académico.,
2932,tutorias,información,que pasa si no sigo las recomendaciones del tutor,texto,Puede afectar tu desempeño y avance académico.,
2933,tutorias,información,que pasa si mi tutor no me responde,texto,Debes acudir a la coordinación académica para solicitar apoyo.,
2934,tutorias,información,que pasa si no se quien es mi tutor,texto,Debes consultarlo en el sistema institucional correspondiente.,
2935,tutorias,información,que pasa si necesito mas apoyo academico,texto,Puedes solicitar más sesiones de tutoría.,
2936,tutorias,información,que pasa si tengo problemas academicos graves,texto,El tutor puede orientarte o canalizarte a otras instancias de apoyo.,
2937,tutorias,información,que pasa si no aprovecho las tutorias,texto,Pierdes una herramienta útil de orientación académica.,
2938,tutorias,información,que pasa si no preparo mis dudas antes de la tutoria,texto,Puedes no aprovechar completamente la sesión.,
2939,tutorias,información,donde consulto quien es mi tutor,enlace,https://www.lagos.udg.mx/aspirantes-alumnos/tutorias/quien-es-mi-tutor,
2940,tutorias,información,donde veo informacion de tutorias,enlace,https://lagos.udg.mx/aspirantes-alumnos/tutorias/informacion,
2941,tutorias,información,donde reviso como funcionan las tutorias,enlace,https://lagos.udg.mx/aspirantes-alumnos/tutorias/informacion,
2942,tutorias,información,puedo tener tutoria aunque vaya bien en la carrera,texto,"Sí, las tutorías también sirven para orientación y seguimiento académico.",
2943,tutorias,información,las tutorias me pueden ayudar a organizar mi horario,texto,"Sí, el tutor puede orientarte para planear mejor tu carga académica.",
2944,tutorias,información,las tutorias me ayudan si no se que materias meter,texto,"Sí, el tutor puede ayudarte a elegir materias de acuerdo con tu avance académico.",
2945,tutorias,información,puedo pedir tutoria si tengo problemas con una materia,texto,"Sí, el tutor puede orientarte para buscar soluciones académicas.",
2946,tutorias,información,puedo pedir tutoria si voy atrasado en la carrera,texto,"Sí, las tutorías ayudan a dar seguimiento y a planear tu trayectoria académica.",
2947,tutorias,información,las tutorias me ayudan si no entiendo mi plan de estudios,texto,"Sí, el tutor puede orientarte sobre tu plan de estudios y avance académico.",
2948,tutorias,información,las tutorias me ayudan si tengo dudas del kardex,texto,"Sí, el tutor puede orientarte sobre tu situación académica.",
2949,tutorias,información,las tutorias me ayudan a evitar errores al inscribirme,texto,"Sí, pueden ayudarte a planear mejor tu carga académica antes de inscribirte.",
2950,tutorias,información,puedo pedir tutoria para revisar mi avance academico,texto,"Sí, el tutor puede ayudarte a revisar tu trayectoria académica.",
2951,tutorias,información,puedo pedir tutoria para ver si voy al corriente,texto,"Sí, el tutor puede orientarte sobre tu avance académico.",
2952,tutorias,información,las tutorias sirven para resolver dudas de la carrera,texto,"Sí, sirven para resolver dudas escolares y académicas.",
2953,tutorias,información,las tutorias me ayudan si estoy reprobando,texto,"Sí, ayudan a identificar dificultades y buscar estrategias de mejora.",
2954,tutorias,información,las tutorias me pueden orientar si quiero cambiar mi carga,texto,"Sí, el tutor puede orientarte sobre tu carga académica.",
2955,tutorias,información,puedo pedir tutoria para saber que optativas me convienen,texto,"Sí, el tutor puede recomendarte materias optativas.",
2956,tutorias,información,las tutorias me ayudan con decisiones escolares importantes,texto,"Sí, forman parte del acompañamiento académico del estudiante.",
2957,tutorias,información,puedo hablar con mi tutor sobre mi desempeño escolar,texto,"Sí, el tutor puede orientarte sobre tu rendimiento académico.",
2958,tutorias,información,las tutorias me sirven para planear el siguiente semestre,texto,"Sí, pueden ayudarte a organizar tus materias y objetivos académicos.",
2959,tutorias,información,puedo pedir tutoria si tengo dudas de servicio social,texto,"Sí, el tutor puede orientarte sobre requisitos y procesos.",
2960,tutorias,información,puedo pedir tutoria si tengo dudas de practicas,texto,"Sí, el tutor puede orientarte sobre prácticas profesionales.",
2961,tutorias,información,puedo pedir tutoria si tengo dudas de titulacion,texto,"Sí, el tutor puede orientarte sobre opciones de titulación.",
2962,tutorias,información,las tutorias pueden ser por internet,texto,"Sí, en algunos casos pueden realizarse en línea dependiendo de la disponibilidad del tutor.",
2963,tutorias,información,las tutorias tienen horario,texto,"Sí, normalmente se acuerda un horario con el tutor o se siguen fechas programadas.",
2964,tutorias,información,tengo que esperar a que me llamen para ir a tutoria,texto,"Depende del programa, pero también puedes solicitarla directamente.",
2965,tutorias,información,donde consulto quien es mi tutor academico,enlace,https://www.lagos.udg.mx/aspirantes-alumnos/tutorias/quien-es-mi-tutor,
2966,tutorias,información,donde encuentro informacion oficial de tutorias,enlace,https://lagos.udg.mx/aspirantes-alumnos/tutorias/informacion,
2967,Unidad_de_aprendizaje,información,como consulto las materias de la carrera ,texto,"deseas consultar los programas de cada una de las materias que deberas llevar en el transcurso de tu estancia academica: Mecatronica https://www.lagos.udg.mx/unidades-de-aprendizaje-9 , Mecanica Electrica https://www.lagos.udg.mx/unidades-de-aprendizaje-8",https://www.lagos.udg.mx/unidades-de-aprendizaje-9
2968,Unidad_de_aprendizaje,información,que es la unidad de aprendizaje,texto,"es una estructura curricular fundamental que agrupa contenidos, actividades, métodos de enseñanza y criterios de evaluación relacionados entre sí, organizados en torno a un tema central y desarrollados durante un período determinado de tiempo",
2969,Unidad_de_aprendizaje,información,¿cómo reviso el contenido de las materias?,texto,Puedes consultar los programas académicos disponibles en los enlaces de unidades de aprendizaje de cada carrera.,https://www.lagos.udg.mx/unidades-de-aprendizaje-9
2970,Unidad_de_aprendizaje,información,¿dónde veo los temas de cada materia?,texto,En los programas de unidades de aprendizaje se especifican los temas y contenidos.,https://www.lagos.udg.mx/unidades-de-aprendizaje-9
2971,Unidad_de_aprendizaje,información,¿dónde consulto el programa de una materia?,texto,Puedes revisarlo en el apartado de unidades de aprendizaje del sitio oficial.,https://www.lagos.udg.mx/unidades-de-aprendizaje-9
2972,Unidad_de_aprendizaje,información,¿cómo saber qué materias voy a llevar?,texto,Puedes consultar los programas de unidades de aprendizaje de tu carrera.,https://www.lagos.udg.mx/unidades-de-aprendizaje-9
2973,Unidad_de_aprendizaje,información,¿las unidades de aprendizaje tienen contenido definido?,texto,"Sí, incluyen objetivos, temas y criterios de evaluación.",
2974,Unidad_de_aprendizaje,información,¿las unidades de aprendizaje tienen evaluación?,texto,"Sí, cada unidad incluye criterios de evaluación.",
2975,Unidad_de_aprendizaje,información,¿las unidades de aprendizaje incluyen prácticas?,texto,"Sí, dependiendo de la materia pueden incluir prácticas.",
2976,Unidad_de_aprendizaje,información,¿las unidades de aprendizaje tienen objetivos?,texto,"Sí, cada unidad establece objetivos de aprendizaje.",
2977,Unidad_de_aprendizaje,información,¿las unidades de aprendizaje tienen metodología?,texto,"Sí, incluyen métodos de enseñanza definidos.",
2978,Unidad_de_aprendizaje,información,¿las unidades de aprendizaje incluyen actividades?,texto,"Sí, contemplan actividades académicas.",
2979,Unidad_de_aprendizaje,información,¿las unidades de aprendizaje tienen duración?,texto,"Sí, se desarrollan durante un periodo académico.",
2980,Unidad_de_aprendizaje,información,¿las unidades de aprendizaje cambian según la carrera?,texto,"Sí, dependen del plan de estudios de cada programa.",
2981,Unidad_de_aprendizaje,información,¿las unidades de aprendizaje están organizadas por semestre?,texto,"Sí, forman parte de la estructura del plan de estudios.",
2982,Unidad_de_aprendizaje,información,¿puedo consultar todas las materias de mi carrera?,texto,"Sí, puedes revisarlas en el portal de unidades de aprendizaje.",https://www.lagos.udg.mx/unidades-de-aprendizaje-9
2983,Unidad_de_aprendizaje,información,¿dónde puedo ver materias de mecatronica?,texto,Puedes consultarlas aquí: https://www.lagos.udg.mx/unidades-de-aprendizaje-9,https://www.lagos.udg.mx/unidades-de-aprendizaje-9
2984,Unidad_de_aprendizaje,información,¿dónde puedo ver materias de mecanica electrica?,texto,Puedes consultarlas aquí: https://www.lagos.udg.mx/unidades-de-aprendizaje-9,https://www.lagos.udg.mx/unidades-de-aprendizaje-8
2985,Unidad_de_aprendizaje,información,¿cómo consulto las unidades de aprendizaje de mi carrera?,texto,Debes ingresar al portal institucional y revisar el apartado correspondiente.,https://www.lagos.udg.mx/unidades-de-aprendizaje-9
2986,Unidad_de_aprendizaje,información,¿cómo reviso las materias antes de inscribirme?,texto,Puedes consultar los programas de unidades de aprendizaje en línea.,https://www.lagos.udg.mx/unidades-de-aprendizaje-9
2987,Unidad_de_aprendizaje,información,¿cómo saber el contenido de una materia antes de cursarla?,texto,Revisando el programa de la unidad de aprendizaje.,https://www.lagos.udg.mx/unidades-de-aprendizaje-9
2988,Unidad_de_aprendizaje,información,¿cómo consultar objetivos de una materia?,texto,A través del programa de la unidad de aprendizaje.,https://www.lagos.udg.mx/unidades-de-aprendizaje-9
2989,Unidad_de_aprendizaje,información,¿cómo ver la evaluación de una materia?,texto,En el programa de la unidad de aprendizaje se indican los criterios.,https://www.lagos.udg.mx/unidades-de-aprendizaje-9
2990,Unidad_de_aprendizaje,información,¿cómo ver las actividades de una materia?,texto,Se describen en el programa de la unidad de aprendizaje.,https://www.lagos.udg.mx/unidades-de-aprendizaje-9
2991,Unidad_de_aprendizaje,información,¿cómo saber si una materia tiene prácticas?,texto,Debes revisar su programa académico.,https://www.lagos.udg.mx/unidades-de-aprendizaje-9
2992,Unidad_de_aprendizaje,información,¿cómo revisar el temario de una materia?,texto,Consultando el programa de la unidad de aprendizaje.,https://www.lagos.udg.mx/unidades-de-aprendizaje-9
2993,Unidad_de_aprendizaje,información,¿dónde puedo ver las unidades de aprendizaje?,enlace,https://www.lagos.udg.mx/unidades-de-aprendizaje-9,
2994,Unidad_de_aprendizaje,información,¿dónde consulto las materias de mecatronica?,enlace,https://www.lagos.udg.mx/unidades-de-aprendizaje-9,
2995,Unidad_de_aprendizaje,información,¿dónde consulto las materias de mecanica electrica?,enlace,https://www.lagos.udg.mx/unidades-de-aprendizaje-8,
2996,Unidad_de_aprendizaje,información,¿dónde veo el contenido de las materias?,enlace,https://www.lagos.udg.mx/unidades-de-aprendizaje-9,
2997,Unidad_de_aprendizaje,información,¿cómo veo el temario completo de una materia?,texto,Puedes consultarlo en el programa de la unidad de aprendizaje disponible en el portal institucional.,https://www.lagos.udg.mx/unidades-de-aprendizaje-9
2998,Unidad_de_aprendizaje,información,¿dónde vienen las actividades de cada materia?,texto,Se encuentran descritas en el programa de la unidad de aprendizaje.,https://www.lagos.udg.mx/unidades-de-aprendizaje-9
2999,Unidad_de_aprendizaje,información,¿dónde vienen los criterios de evaluación?,texto,Están incluidos en el programa de la unidad de aprendizaje.,https://www.lagos.udg.mx/unidades-de-aprendizaje-9
3000,Unidad_de_aprendizaje,información,¿puedo ver cómo se califica una materia?,texto,"Sí, en el programa de la unidad de aprendizaje se especifica la evaluación.",https://www.lagos.udg.mx/unidades-de-aprendizaje-9
3001,Unidad_de_aprendizaje,información,¿cómo saber si una materia tiene laboratorio?,texto,Debes revisar el programa de la unidad de aprendizaje.,https://www.lagos.udg.mx/unidades-de-aprendizaje-9
3002,Unidad_de_aprendizaje,información,¿cómo saber si una materia es teórica o práctica?,texto,El programa de la unidad de aprendizaje lo especifica.,https://www.lagos.udg.mx/unidades-de-aprendizaje-9
3003,Unidad_de_aprendizaje,información,¿puedo consultar materias antes de entrar a la carrera?,texto,"Sí, puedes revisar las unidades de aprendizaje en línea.",https://www.lagos.udg.mx/unidades-de-aprendizaje-9
3004,Unidad_de_aprendizaje,información,¿cómo saber qué voy a aprender en una materia?,texto,Consultando los contenidos del programa de la unidad de aprendizaje.,https://www.lagos.udg.mx/unidades-de-aprendizaje-9
3005,Unidad_de_aprendizaje,información,¿cómo revisar el contenido antes de elegir materias?,texto,Puedes consultar el programa de cada unidad de aprendizaje.,https://www.lagos.udg.mx/unidades-de-aprendizaje-9
3006,Unidad_de_aprendizaje,información,¿las unidades de aprendizaje tienen estructura definida?,texto,"Sí, incluyen objetivos, contenidos, actividades y evaluación.",
3007,Unidad_de_aprendizaje,información,¿las unidades de aprendizaje incluyen proyectos?,texto,"Sí, algunas materias incluyen proyectos académicos.",
3008,Unidad_de_aprendizaje,información,¿las unidades de aprendizaje incluyen tareas?,texto,"Sí, forman parte de las actividades académicas.",
3009,Unidad_de_aprendizaje,información,¿las unidades de aprendizaje incluyen exámenes?,texto,"Sí, como parte de la evaluación.",
3010,Unidad_de_aprendizaje,información,¿las unidades de aprendizaje pueden cambiar?,texto,"Sí, pueden actualizarse según el plan de estudios.",
3011,Unidad_de_aprendizaje,información,¿las unidades de aprendizaje están disponibles en línea?,texto,"Sí, puedes consultarlas en el portal institucional.",https://www.lagos.udg.mx/unidades-de-aprendizaje-9
3012,Unidad_de_aprendizaje,información,¿puedo ver todas las materias de la carrera en línea?,texto,"Sí, están disponibles en el portal de unidades de aprendizaje.",https://www.lagos.udg.mx/unidades-de-aprendizaje-9
3013,Unidad_de_aprendizaje,información,¿puedo comparar materias entre carreras?,texto,"Sí, revisando las unidades de aprendizaje de cada programa.",https://www.lagos.udg.mx/unidades-de-aprendizaje-9
3014,Unidad_de_aprendizaje,información,¿cómo consulto el contenido de una materia?,texto,Debes ingresar al portal de unidades de aprendizaje.,https://www.lagos.udg.mx/unidades-de-aprendizaje-9
3015,Unidad_de_aprendizaje,información,¿cómo saber los temas de una materia antes de cursarla?,texto,Revisando su programa académico.,https://www.lagos.udg.mx/unidades-de-aprendizaje-9
3016,Unidad_de_aprendizaje,información,¿cómo revisar las actividades de una materia?,texto,En el programa de la unidad de aprendizaje.,https://www.lagos.udg.mx/unidades-de-aprendizaje-9
3017,Unidad_de_aprendizaje,información,¿cómo ver la evaluación de una materia antes de cursarla?,texto,Consultando su programa académico.,https://www.lagos.udg.mx/unidades-de-aprendizaje-9
3018,Unidad_de_aprendizaje,información,¿cómo saber si una materia es complicada?,texto,Puedes revisar su contenido y evaluación en el programa.,https://www.lagos.udg.mx/unidades-de-aprendizaje-9
3019,Unidad_de_aprendizaje,información,¿cómo consultar las materias disponibles?,texto,A través del portal institucional de unidades de aprendizaje.,https://www.lagos.udg.mx/unidades-de-aprendizaje-9
3020,Unidad_de_aprendizaje,información,¿cómo revisar el programa de estudios completo?,texto,Debes consultar las unidades de aprendizaje en línea.,https://www.lagos.udg.mx/unidades-de-aprendizaje-9
3021,Unidad_de_aprendizaje,información,¿dónde consulto el temario de las materias?,enlace,https://www.lagos.udg.mx/unidades-de-aprendizaje-9,
3022,Unidad_de_aprendizaje,información,¿dónde veo el contenido de las materias de mi carrera?,enlace,https://www.lagos.udg.mx/unidades-de-aprendizaje-9,
3023,Unidad_de_aprendizaje,información,¿dónde reviso los programas de estudio?,enlace,https://www.lagos.udg.mx/unidades-de-aprendizaje-9,
3024,Unidad_de_aprendizaje,información,¿dónde encuentro el detalle de cada materia?,enlace,https://www.lagos.udg.mx/unidades-de-aprendizaje-9,
3025,Unidad_de_aprendizaje,información,como veo el programa completo de una materia,texto,Puedes consultarlo en el apartado de unidades de aprendizaje del portal institucional.,https://www.lagos.udg.mx/unidades-de-aprendizaje-9
3026,Unidad_de_aprendizaje,información,donde reviso el programa completo de una materia,texto,En el portal de unidades de aprendizaje se encuentra el programa de cada materia.,https://www.lagos.udg.mx/unidades-de-aprendizaje-9
3027,Unidad_de_aprendizaje,información,como saber que temas lleva una materia,texto,Debes revisar el programa de la unidad de aprendizaje correspondiente.,https://www.lagos.udg.mx/unidades-de-aprendizaje-9
3028,Unidad_de_aprendizaje,información,donde vienen los objetivos de una materia,texto,Los objetivos aparecen en el programa de la unidad de aprendizaje.,https://www.lagos.udg.mx/unidades-de-aprendizaje-9
3029,Unidad_de_aprendizaje,información,donde veo como se evalua una materia,texto,Los criterios de evaluación vienen en el programa de la unidad de aprendizaje.,https://www.lagos.udg.mx/unidades-de-aprendizaje-9
3030,Unidad_de_aprendizaje,información,donde reviso las actividades de una materia,texto,Las actividades se describen en el programa de la unidad de aprendizaje.,https://www.lagos.udg.mx/unidades-de-aprendizaje-9
3031,Unidad_de_aprendizaje,información,donde puedo ver si una materia tiene practicas,texto,Debes revisar el programa académico de la unidad de aprendizaje.,https://www.lagos.udg.mx/unidades-de-aprendizaje-9
3032,Unidad_de_aprendizaje,información,donde puedo ver si una materia tiene laboratorio,texto,Esa información se consulta en el programa de la unidad de aprendizaje.,https://www.lagos.udg.mx/unidades-de-aprendizaje-9
3033,Unidad_de_aprendizaje,información,como saber si una materia lleva proyectos,texto,Puedes verlo en el programa de la unidad de aprendizaje si incluye proyectos académicos.,https://www.lagos.udg.mx/unidades-de-aprendizaje-9
3034,Unidad_de_aprendizaje,información,como saber si una materia lleva tareas,texto,Las tareas y actividades vienen descritas en el programa de la unidad de aprendizaje.,https://www.lagos.udg.mx/unidades-de-aprendizaje-9
3035,Unidad_de_aprendizaje,información,como saber si una materia lleva examenes,texto,La evaluación de la materia aparece en el programa de la unidad de aprendizaje.,https://www.lagos.udg.mx/unidades-de-aprendizaje-9
3036,Unidad_de_aprendizaje,información,como saber si una materia es teorica o practica,texto,El programa de la unidad de aprendizaje especifica si la materia es teórica o práctica.,https://www.lagos.udg.mx/unidades-de-aprendizaje-9
3037,Unidad_de_aprendizaje,información,como ver que voy a aprender en una materia,texto,Puedes revisar los contenidos del programa de la unidad de aprendizaje.,https://www.lagos.udg.mx/unidades-de-aprendizaje-9
3038,Unidad_de_aprendizaje,información,como revisar una materia antes de inscribirme,texto,Puedes consultar su programa en el portal de unidades de aprendizaje.,https://www.lagos.udg.mx/unidades-de-aprendizaje-9
3039,Unidad_de_aprendizaje,información,como comparar materias de distintas carreras,texto,Puedes revisar las unidades de aprendizaje de cada programa en el portal institucional.,https://www.lagos.udg.mx/unidades-de-aprendizaje-9
3040,Unidad_de_aprendizaje,información,puedo ver las materias de mi carrera en linea,texto,Sí puedes consultarlas en el portal de unidades de aprendizaje.,https://www.lagos.udg.mx/unidades-de-aprendizaje-9
3041,Unidad_de_aprendizaje,información,puedo revisar las materias antes de entrar a la carrera,texto,Sí puedes consultar las unidades de aprendizaje en línea.,https://www.lagos.udg.mx/unidades-de-aprendizaje-9
3042,Unidad_de_aprendizaje,información,las unidades de aprendizaje tienen temario,texto,Sí cada unidad de aprendizaje incluye temas y contenidos definidos.,
3043,Unidad_de_aprendizaje,información,las unidades de aprendizaje tienen objetivos de aprendizaje,texto,Sí cada unidad establece objetivos de aprendizaje.,
3044,Unidad_de_aprendizaje,información,las unidades de aprendizaje tienen criterios de evaluacion,texto,Sí cada unidad incluye criterios de evaluación.,
3045,Unidad_de_aprendizaje,información,las unidades de aprendizaje incluyen metodologia,texto,Sí incluyen métodos de enseñanza definidos.,
3046,Unidad_de_aprendizaje,información,las unidades de aprendizaje incluyen actividades academicas,texto,Sí contemplan actividades académicas.,
3047,Unidad_de_aprendizaje,información,las unidades de aprendizaje incluyen practicas,texto,Sí dependiendo de la materia pueden incluir prácticas.,
3048,Unidad_de_aprendizaje,información,las unidades de aprendizaje incluyen laboratorio,texto,Algunas unidades de aprendizaje pueden incluir actividades de laboratorio.,
3049,Unidad_de_aprendizaje,información,las unidades de aprendizaje incluyen proyectos,texto,Sí algunas materias incluyen proyectos académicos.,
3050,Unidad_de_aprendizaje,información,las unidades de aprendizaje incluyen tareas,texto,Sí forman parte de las actividades académicas.,
3051,Unidad_de_aprendizaje,información,las unidades de aprendizaje incluyen examenes,texto,Sí como parte de la evaluación.,
3052,Unidad_de_aprendizaje,información,las unidades de aprendizaje tienen estructura definida,texto,Sí incluyen objetivos contenidos actividades y evaluación.,
3053,Unidad_de_aprendizaje,información,las unidades de aprendizaje duran todo el semestre,texto,Se desarrollan durante un periodo académico conforme al plan de estudios.,
3054,Unidad_de_aprendizaje,información,las unidades de aprendizaje cambian segun la carrera,texto,Sí dependen del plan de estudios de cada programa.,
3055,Unidad_de_aprendizaje,información,las unidades de aprendizaje estan organizadas por semestre,texto,Sí forman parte de la estructura del plan de estudios.,
3056,Unidad_de_aprendizaje,información,las unidades de aprendizaje pueden cambiar con el tiempo,texto,Sí pueden actualizarse según el plan de estudios.,
3057,Unidad_de_aprendizaje,información,las unidades de aprendizaje estan disponibles en linea,texto,Sí puedes consultarlas en el portal institucional.,https://www.lagos.udg.mx/unidades-de-aprendizaje-9
3058,Unidad_de_aprendizaje,información,donde consulto las materias de mi carrera,texto,Puedes revisarlas en el portal institucional de unidades de aprendizaje.,https://www.lagos.udg.mx/unidades-de-aprendizaje-9
3059,Unidad_de_aprendizaje,información,donde veo las materias de mecatronica,texto,Puedes consultarlas en el portal de unidades de aprendizaje de CULagos.,https://www.lagos.udg.mx/unidades-de-aprendizaje-9
3060,Unidad_de_aprendizaje,información,donde veo las materias de mecanica electrica,texto,Puedes consultarlas en el portal correspondiente de unidades de aprendizaje.,https://www.lagos.udg.mx/unidades-de-aprendizaje-8
3061,Unidad_de_aprendizaje,información,como consultar las materias de mecatronica,texto,Debes ingresar al portal de unidades de aprendizaje y revisar la carrera correspondiente.,https://www.lagos.udg.mx/unidades-de-aprendizaje-9
3062,Unidad_de_aprendizaje,información,como consultar las materias de mecanica electrica,texto,Debes ingresar al portal correspondiente y revisar las unidades de aprendizaje de esa carrera.,https://www.lagos.udg.mx/unidades-de-aprendizaje-8
3063,Unidad_de_aprendizaje,información,donde veo el temario de las materias de mi carrera,texto,El temario se consulta en el programa de cada unidad de aprendizaje.,https://www.lagos.udg.mx/unidades-de-aprendizaje-9
3064,Unidad_de_aprendizaje,información,donde encuentro el detalle de cada materia,texto,Se encuentra en el programa de la unidad de aprendizaje disponible en línea.,https://www.lagos.udg.mx/unidades-de-aprendizaje-9
3065,Unidad_de_aprendizaje,información,donde veo el contenido de una materia antes de cursarla,texto,Puedes revisarlo en el programa de la unidad de aprendizaje.,https://www.lagos.udg.mx/unidades-de-aprendizaje-9
3066,Unidad_de_aprendizaje,información,como saber si una materia esta pesada,texto,Puedes revisar sus contenidos actividades y evaluación en el programa.,https://www.lagos.udg.mx/unidades-de-aprendizaje-9
3067,Unidad_de_aprendizaje,información,donde puedo ver las unidades de aprendizaje,enlace,https://www.lagos.udg.mx/unidades-de-aprendizaje-9,
3068,Unidad_de_aprendizaje,información,donde consulto las materias de mecatronica,enlace,https://www.lagos.udg.mx/unidades-de-aprendizaje-9,
3069,Unidad_de_aprendizaje,información,donde consulto las materias de mecanica electrica,enlace,https://www.lagos.udg.mx/unidades-de-aprendizaje-8,
3070,Unidad_de_aprendizaje,información,donde veo el contenido de las materias,enlace,https://www.lagos.udg.mx/unidades-de-aprendizaje-9,
3071,Unidad_de_aprendizaje,información,donde consulto el temario de las materias,enlace,https://www.lagos.udg.mx/unidades-de-aprendizaje-9,
3072,Unidad_de_aprendizaje,información,donde veo el contenido de las materias de mi carrera,enlace,https://www.lagos.udg.mx/unidades-de-aprendizaje-9,
3073,Unidad_de_aprendizaje,información,donde reviso los programas de estudio,enlace,https://www.lagos.udg.mx/unidades-de-aprendizaje-9,
3074,Unidad_de_aprendizaje,información,donde encuentro el detalle de cada materia,enlace,https://www.lagos.udg.mx/unidades-de-aprendizaje-9,
